,gene,module,color
AQP3,AQP3,1,turquoise
AQP4,AQP4,0,grey
AQP5,AQP5,12,tan
AQP6,AQP6,0,grey
AQP7 /// LOC100509620 /// LOC101930168,AQP7 /// LOC100509620 /// LOC101930168,1,turquoise
AQP8,AQP8,0,grey
AQP9,AQP9,3,brown
AQR,AQR,0,grey
AR,AR,1,turquoise
ARAF,ARAF,0,grey
ARAP1,ARAP1,11,greenyellow
ARAP2 /// LOC101928667,ARAP2 /// LOC101928667,1,turquoise
ARAP3,ARAP3,1,turquoise
ARC,ARC,0,grey
ARCN1,ARCN1,0,grey
AREG,AREG,1,turquoise
AREL1,AREL1,1,turquoise
ARF1 /// MIR3620,ARF1 /// MIR3620,0,grey
ARF1P1 /// ARF1P1,ARF1P1 /// ARF1P1,0,grey
ARF3,ARF3,0,grey
ARF4,ARF4,1,turquoise
ARF5,ARF5,0,grey
ARF6,ARF6,1,turquoise
ARFGAP1,ARFGAP1,1,turquoise
ARFGAP2,ARFGAP2,0,grey
ARFGAP3,ARFGAP3,1,turquoise
ARFGEF1,ARFGEF1,10,purple
ARFGEF2,ARFGEF2,0,grey
ARFIP1,ARFIP1,1,turquoise
ARFIP2,ARFIP2,0,grey
ARFRP1,ARFRP1,0,grey
ARG1,ARG1,1,turquoise
ARG2,ARG2,1,turquoise
ARGLU1,ARGLU1,0,grey
ARHGAP1,ARHGAP1,1,turquoise
ARHGAP10,ARHGAP10,1,turquoise
ARHGAP11A,ARHGAP11A,1,turquoise
ARHGAP12,ARHGAP12,0,grey
ARHGAP15 /// LOC101928361,ARHGAP15 /// LOC101928361,1,turquoise
ARHGAP17,ARHGAP17,1,turquoise
ARHGAP19,ARHGAP19,1,turquoise
ARHGAP22,ARHGAP22,0,grey
ARHGAP24,ARHGAP24,0,grey
ARHGAP25,ARHGAP25,6,red
ARHGAP26,ARHGAP26,0,grey
ARHGAP28,ARHGAP28,0,grey
ARHGAP29,ARHGAP29,0,grey
ARHGAP32,ARHGAP32,1,turquoise
ARHGAP33,ARHGAP33,0,grey
ARHGAP35,ARHGAP35,0,grey
ARHGAP4,ARHGAP4,0,grey
ARHGAP44,ARHGAP44,1,turquoise
ARHGAP5,ARHGAP5,1,turquoise
ARHGAP6,ARHGAP6,1,turquoise
ARHGAP8 /// PRR5-ARHGAP8,ARHGAP8 /// PRR5-ARHGAP8,1,turquoise
ARHGDIA,ARHGDIA,0,grey
ARHGDIB,ARHGDIB,0,grey
ARHGDIG,ARHGDIG,0,grey
ARHGEF1 /// LOC100505585,ARHGEF1 /// LOC100505585,0,grey
ARHGEF10,ARHGEF10,0,grey
ARHGEF10L,ARHGEF10L,1,turquoise
ARHGEF11,ARHGEF11,0,grey
ARHGEF12,ARHGEF12,0,grey
ARHGEF15,ARHGEF15,0,grey
ARHGEF16,ARHGEF16,1,turquoise
ARHGEF17,ARHGEF17,0,grey
ARHGEF18,ARHGEF18,0,grey
ARHGEF2,ARHGEF2,0,grey
ARHGEF26,ARHGEF26,2,blue
ARHGEF28,ARHGEF28,0,grey
ARHGEF3,ARHGEF3,1,turquoise
ARHGEF38,ARHGEF38,0,grey
ARHGEF4,ARHGEF4,0,grey
ARHGEF4 /// LOC101930241,ARHGEF4 /// LOC101930241,0,grey
ARHGEF40,ARHGEF40,0,grey
ARHGEF5,ARHGEF5,0,grey
ARHGEF6,ARHGEF6,1,turquoise
ARHGEF7,ARHGEF7,0,grey
ARHGEF9,ARHGEF9,1,turquoise
ARID1A,ARID1A,0,grey
ARID3A,ARID3A,1,turquoise
ARID3B,ARID3B,0,grey
ARID4A,ARID4A,1,turquoise
ARID4B,ARID4B,0,grey
ARID4B /// RBM34,ARID4B /// RBM34,1,turquoise
ARID5A,ARID5A,0,grey
ARID5B,ARID5B,1,turquoise
ARIH1,ARIH1,0,grey
ARIH2,ARIH2,0,grey
ARL1,ARL1,1,turquoise
ARL14,ARL14,0,grey
ARL15,ARL15,0,grey
ARL17A /// ARL17B,ARL17A /// ARL17B,0,grey
ARL17A /// ARL17B /// LOC100294341,ARL17A /// ARL17B /// LOC100294341,0,grey
ARL2,ARL2,0,grey
ARL2BP,ARL2BP,1,turquoise
ARL3,ARL3,0,grey
ARL4A,ARL4A,0,grey
ARL4C,ARL4C,0,grey
ARL4D,ARL4D,1,turquoise
ARL5A /// LOC101929356,ARL5A /// LOC101929356,0,grey
ARL6IP1,ARL6IP1,1,turquoise
ARL6IP4,ARL6IP4,0,grey
ARL6IP5,ARL6IP5,1,turquoise
ARL8B,ARL8B,1,turquoise
ARMC1,ARMC1,1,turquoise
ARMC2-AS1 /// ATP5J2,ARMC2-AS1 /// ATP5J2,0,grey
ARMC4,ARMC4,1,turquoise
ARMC6,ARMC6,0,grey
ARMC7,ARMC7,0,grey
ARMC8,ARMC8,1,turquoise
ARMC9,ARMC9,3,brown
ARMCX1,ARMCX1,1,turquoise
ARMCX2,ARMCX2,0,grey
ARMCX3,ARMCX3,1,turquoise
ARMCX4,ARMCX4,1,turquoise
ARMCX5,ARMCX5,0,grey
ARMCX6,ARMCX6,0,grey
ARNT,ARNT,0,grey
ARNT2,ARNT2,0,grey
ARNTL,ARNTL,0,grey
ARNTL2,ARNTL2,1,turquoise
ARPC1A,ARPC1A,0,grey
ARPC1B,ARPC1B,1,turquoise
ARPC2,ARPC2,1,turquoise
ARPC3,ARPC3,1,turquoise
ARPC4,ARPC4,0,grey
ARPC4 /// ARPC4-TTLL3,ARPC4 /// ARPC4-TTLL3,0,grey
ARPC4 /// ARPC4-TTLL3 /// TTLL3,ARPC4 /// ARPC4-TTLL3 /// TTLL3,1,turquoise
ARPC5,ARPC5,1,turquoise
ARPC5L,ARPC5L,0,grey
ARPIN,ARPIN,0,grey
ARPP19,ARPP19,0,grey
ARPP21,ARPP21,0,grey
ARR3,ARR3,0,grey
ARRB1,ARRB1,1,turquoise
ARRB2,ARRB2,1,turquoise
ARSA,ARSA,10,purple
ARSB,ARSB,3,brown
ARSD,ARSD,1,turquoise
ARSE,ARSE,0,grey
ARSF,ARSF,1,turquoise
ARSJ,ARSJ,1,turquoise
ART1,ART1,0,grey
ART3,ART3,0,grey
ART4,ART4,0,grey
ARTN,ARTN,1,turquoise
ARVCF,ARVCF,0,grey
ASAH1,ASAH1,1,turquoise
ASAP1,ASAP1,1,turquoise
ASAP1-IT1,ASAP1-IT1,1,turquoise
ASAP2,ASAP2,1,turquoise
ASAP3,ASAP3,1,turquoise
ASB1,ASB1,0,grey
ASB12 /// MTMR8,ASB12 /// MTMR8,0,grey
ASB13,ASB13,0,grey
ASB4,ASB4,0,grey
ASB6,ASB6,0,grey
ASB7,ASB7,0,grey
ASB8,ASB8,1,turquoise
ASB9,ASB9,0,grey
ASCC1,ASCC1,0,grey
ASCC2,ASCC2,1,turquoise
ASCC3,ASCC3,0,grey
ASCL1,ASCL1,0,grey
ASCL2,ASCL2,0,grey
ASCL3,ASCL3,0,grey
ASF1A,ASF1A,0,grey
ASF1B,ASF1B,1,turquoise
ASGR1,ASGR1,0,grey
ASGR2,ASGR2,0,grey
ASH1L,ASH1L,0,grey
ASH2L,ASH2L,0,grey
ASIC1,ASIC1,0,grey
ASIC2,ASIC2,1,turquoise
ASIC4,ASIC4,0,grey
ASIP,ASIP,0,grey
ASL,ASL,1,turquoise
ASMT,ASMT,1,turquoise
ASMTL,ASMTL,0,grey
ASMTL-AS1,ASMTL-AS1,0,grey
ASNA1,ASNA1,1,turquoise
ASNS,ASNS,1,turquoise
ASNSD1,ASNSD1,0,grey
ASPA,ASPA,1,turquoise
ASPH,ASPH,10,purple
ASPHD1,ASPHD1,2,blue
ASPM,ASPM,1,turquoise
ASPN,ASPN,1,turquoise
ASPSCR1,ASPSCR1,1,turquoise
ASRGL1,ASRGL1,0,grey
ASS1,ASS1,0,grey
ASTE1,ASTE1,1,turquoise
ASTN1,ASTN1,0,grey
ASTN2,ASTN2,0,grey
ASUN,ASUN,0,grey
ASXL1,ASXL1,1,turquoise
ASXL2,ASXL2,0,grey
ASXL3,ASXL3,0,grey
ATAD2,ATAD2,1,turquoise
ATAD2B,ATAD2B,0,grey
ATAD3A /// ATAD3B,ATAD3A /// ATAD3B,1,turquoise
ATAD5,ATAD5,1,turquoise
ATAT1,ATAT1,0,grey
ATF1,ATF1,0,grey
ATF2,ATF2,0,grey
ATF3,ATF3,9,magenta
ATF4,ATF4,0,grey
ATF5,ATF5,1,turquoise
ATF6,ATF6,0,grey
ATF6B,ATF6B,0,grey
ATF6B /// TNXB,ATF6B /// TNXB,0,grey
ATF7,ATF7,0,grey
ATF7IP,ATF7IP,0,grey
ATF7IP2,ATF7IP2,0,grey
ATG10,ATG10,0,grey
ATG101,ATG101,1,turquoise
ATG12,ATG12,0,grey
ATG13,ATG13,0,grey
ATG14,ATG14,0,grey
ATG16L1,ATG16L1,0,grey
ATG2A,ATG2A,1,turquoise
ATG2B,ATG2B,0,grey
ATG3,ATG3,1,turquoise
ATG4A,ATG4A,1,turquoise
ATG4B,ATG4B,0,grey
ATG5,ATG5,0,grey
ATG7,ATG7,0,grey
ATG9A,ATG9A,0,grey
ATHL1,ATHL1,0,grey
ATIC,ATIC,1,turquoise
ATM,ATM,0,grey
ATMIN,ATMIN,1,turquoise
ATN1,ATN1,0,grey
ATOH1,ATOH1,0,grey
ATOX1,ATOX1,1,turquoise
ATP10A,ATP10A,0,grey
ATP10B,ATP10B,1,turquoise
ATP10D,ATP10D,0,grey
ATP11A,ATP11A,0,grey
ATP11B,ATP11B,0,grey
ATP12A,ATP12A,0,grey
ATP13A1,ATP13A1,1,turquoise
ATP13A2,ATP13A2,1,turquoise
ATP13A3,ATP13A3,1,turquoise
ATP1A1,ATP1A1,0,grey
ATP1A2,ATP1A2,2,blue
ATP1A3 /// LOC101927137,ATP1A3 /// LOC101927137,0,grey
ATP1B1,ATP1B1,1,turquoise
ATP1B2,ATP1B2,2,blue
ATP1B3,ATP1B3,1,turquoise
ATP1B4,ATP1B4,0,grey
ATP2A1,ATP2A1,0,grey
ATP2A2,ATP2A2,0,grey
ATP2A3,ATP2A3,6,red
ATP2B1,ATP2B1,1,turquoise
ATP2B2,ATP2B2,0,grey
ATP2B3,ATP2B3,0,grey
ATP2B4,ATP2B4,0,grey
ATP2C1,ATP2C1,1,turquoise
ATP2C2,ATP2C2,0,grey
ATP4A,ATP4A,5,green
ATP4B,ATP4B,5,green
ATP5A1,ATP5A1,1,turquoise
ATP5B,ATP5B,0,grey
ATP5C1,ATP5C1,0,grey
ATP5D,ATP5D,1,turquoise
ATP5E,ATP5E,0,grey
ATP5F1,ATP5F1,1,turquoise
ATP5G1,ATP5G1,0,grey
ATP5G2,ATP5G2,0,grey
ATP5G2P1 /// ATP5G2P1,ATP5G2P1 /// ATP5G2P1,4,yellow
ATP5G3,ATP5G3,0,grey
ATP5H,ATP5H,1,turquoise
ATP5I,ATP5I,1,turquoise
ATP5J,ATP5J,1,turquoise
ATP5J2-PTCD1 /// PTCD1,ATP5J2-PTCD1 /// PTCD1,1,turquoise
ATP5L,ATP5L,0,grey
ATP5O,ATP5O,1,turquoise
ATP5S,ATP5S,0,grey
ATP5SL,ATP5SL,0,grey
ATP6AP1,ATP6AP1,0,grey
ATP6AP2,ATP6AP2,0,grey
ATP6V0A1,ATP6V0A1,0,grey
ATP6V0A2,ATP6V0A2,0,grey
ATP6V0A4,ATP6V0A4,1,turquoise
ATP6V0B,ATP6V0B,1,turquoise
ATP6V0C,ATP6V0C,1,turquoise
ATP6V0D1,ATP6V0D1,0,grey
ATP6V0E1,ATP6V0E1,1,turquoise
ATP6V0E2,ATP6V0E2,0,grey
ATP6V1A,ATP6V1A,0,grey
ATP6V1B1,ATP6V1B1,0,grey
ATP6V1B2,ATP6V1B2,0,grey
ATP6V1C1,ATP6V1C1,1,turquoise
ATP6V1D,ATP6V1D,1,turquoise
ATP6V1E1,ATP6V1E1,0,grey
ATP6V1F /// LOC101927180,ATP6V1F /// LOC101927180,0,grey
ATP6V1G1,ATP6V1G1,0,grey
ATP6V1G2,ATP6V1G2,1,turquoise
ATP6V1G2-DDX39B /// DDX39B /// SNORD84,ATP6V1G2-DDX39B /// DDX39B /// SNORD84,1,turquoise
ATP6V1H,ATP6V1H,0,grey
ATP7A,ATP7A,1,turquoise
ATP7B,ATP7B,0,grey
ATP8A1,ATP8A1,1,turquoise
ATP8A2,ATP8A2,0,grey
ATP8B1,ATP8B1,0,grey
ATP8B2,ATP8B2,0,grey
ATP8B3,ATP8B3,0,grey
ATP8B4,ATP8B4,0,grey
ATP9A,ATP9A,0,grey
ATP9B,ATP9B,1,turquoise
ATPAF2,ATPAF2,1,turquoise
ATPIF1,ATPIF1,0,grey
ATR,ATR,1,turquoise
ATRAID,ATRAID,1,turquoise
ATRIP /// TREX1,ATRIP /// TREX1,1,turquoise
ATRN,ATRN,1,turquoise
ATRNL1,ATRNL1,0,grey
ATRX,ATRX,0,grey
ATXN1,ATXN1,0,grey
ATXN10,ATXN10,0,grey
ATXN2,ATXN2,0,grey
ATXN2L,ATXN2L,0,grey
ATXN3,ATXN3,0,grey
ATXN3L,ATXN3L,0,grey
ATXN7,ATXN7,1,turquoise
ATXN7L1,ATXN7L1,0,grey
ATXN7L3B,ATXN7L3B,0,grey
ATXN8OS,ATXN8OS,0,grey
AUH,AUH,0,grey
AUNIP,AUNIP,1,turquoise
AUP1,AUP1,1,turquoise
AURKA,AURKA,1,turquoise
AURKAIP1,AURKAIP1,0,grey
AURKAPS1 /// RAB3GAP2,AURKAPS1 /// RAB3GAP2,1,turquoise
AURKB,AURKB,1,turquoise
AURKC,AURKC,0,grey
AUTS2,AUTS2,1,turquoise
AV8S2 /// TRAV13-2 /// TRAV13-2,AV8S2 /// TRAV13-2 /// TRAV13-2,0,grey
AV8S2A1N1T /// hADV36S1 /// TCR-alpha /// TCR-alpha /// TCRA /// TRAC /// TRAJ20 /// TRAJ20 /// TRAV36DV7 /// TRAV36DV7 /// YME1L1,AV8S2A1N1T /// hADV36S1 /// TCR-alpha /// TCR-alpha /// TCRA /// TRAC /// TRAJ20 /// TRAJ20 /// TRAV36DV7 /// TRAV36DV7 /// YME1L1,0,grey
AVEN,AVEN,0,grey
AVIL,AVIL,1,turquoise
AVL9,AVL9,1,turquoise
AVP,AVP,0,grey
AVPI1,AVPI1,0,grey
AVPR1A,AVPR1A,0,grey
AVPR1B,AVPR1B,0,grey
AVPR2,AVPR2,0,grey
AXIN1,AXIN1,1,turquoise
AXL,AXL,1,turquoise
AZGP1,AZGP1,12,tan
AZGP1 /// AZGP1P1,AZGP1 /// AZGP1P1,12,tan
AZGP1P1,AZGP1P1,0,grey
AZI2,AZI2,1,turquoise
AZIN1,AZIN1,10,purple
AZU1,AZU1,1,turquoise
B2M,B2M,1,turquoise
B3GALNT1,B3GALNT1,0,grey
B3GALT1,B3GALT1,0,grey
B3GALT2,B3GALT2,0,grey
B3GALT4,B3GALT4,1,turquoise
B3GALT5,B3GALT5,1,turquoise
B3GAT1,B3GAT1,0,grey
B3GAT3,B3GAT3,1,turquoise
B3GNT1,B3GNT1,0,grey
B3GNT2,B3GNT2,1,turquoise
B3GNT3,B3GNT3,1,turquoise
B3GNT4,B3GNT4,0,grey
B3GNTL1,B3GNTL1,0,grey
B4GALNT1,B4GALNT1,1,turquoise
B4GALT1,B4GALT1,1,turquoise
B4GALT2,B4GALT2,1,turquoise
B4GALT3,B4GALT3,1,turquoise
B4GALT4,B4GALT4,1,turquoise
B4GALT5,B4GALT5,1,turquoise
B4GALT6,B4GALT6,0,grey
B4GALT7,B4GALT7,0,grey
B9D1,B9D1,0,grey
B9D2,B9D2,0,grey
BAALC,BAALC,1,turquoise
BAAT,BAAT,0,grey
BABAM1,BABAM1,1,turquoise
BACE1,BACE1,0,grey
BACE2,BACE2,1,turquoise
BACH1,BACH1,1,turquoise
BACH1 /// GRIK1-AS2,BACH1 /// GRIK1-AS2,0,grey
BACH2,BACH2,0,grey
BAD,BAD,0,grey
BAG1,BAG1,1,turquoise
BAG2,BAG2,0,grey
BAG3,BAG3,0,grey
BAG4,BAG4,0,grey
BAG5,BAG5,0,grey
BAG6,BAG6,0,grey
BAGE,BAGE,0,grey
BAHCC1,BAHCC1,0,grey
BAHD1,BAHD1,0,grey
BAI1,BAI1,0,grey
BAI2,BAI2,0,grey
BAI3,BAI3,1,turquoise
BAIAP2,BAIAP2,1,turquoise
BAIAP2L2,BAIAP2L2,0,grey
BAIAP3,BAIAP3,0,grey
BAK1,BAK1,1,turquoise
BAMBI,BAMBI,1,turquoise
BANF1,BANF1,1,turquoise
BANK1,BANK1,6,red
BANP,BANP,1,turquoise
BAP1,BAP1,0,grey
BARD1,BARD1,0,grey
BARX1,BARX1,0,grey
BARX2,BARX2,1,turquoise
BASP1,BASP1,1,turquoise
BATF,BATF,0,grey
BATF3,BATF3,0,grey
BAX,BAX,1,turquoise
BAZ1A,BAZ1A,1,turquoise
BAZ1B,BAZ1B,1,turquoise
BAZ2A,BAZ2A,0,grey
BAZ2B,BAZ2B,1,turquoise
BBC3 /// MIR3190 /// MIR3191,BBC3 /// MIR3190 /// MIR3191,1,turquoise
BBIP1,BBIP1,1,turquoise
BBOX1,BBOX1,1,turquoise
BBS1,BBS1,0,grey
BBS10,BBS10,0,grey
BBS4,BBS4,0,grey
BBS7,BBS7,0,grey
BBS9,BBS9,0,grey
BBX,BBX,1,turquoise
BC069004,BC069004,0,grey
BC069739,BC069739,0,grey
BC069756,BC069756,0,grey
BC069776,BC069776,0,grey
BC069782 /// STAMBPL1,BC069782 /// STAMBPL1,0,grey
BC069804 /// SMAD1,BC069804 /// SMAD1,0,grey
BC113958,BC113958,0,grey
BC127192 /// SHANK2,BC127192 /// SHANK2,0,grey
BCAM,BCAM,1,turquoise
BCAN,BCAN,0,grey
BCAP29,BCAP29,1,turquoise
BCAP31,BCAP31,13,salmon
BCAR3,BCAR3,0,grey
BCAS1,BCAS1,1,turquoise
BCAS2,BCAS2,0,grey
BCAS3,BCAS3,0,grey
BCAS4,BCAS4,0,grey
BCAT1,BCAT1,1,turquoise
BCAT2,BCAT2,0,grey
BCCIP,BCCIP,1,turquoise
BCHE,BCHE,2,blue
BCKDHA,BCKDHA,1,turquoise
BCKDHB,BCKDHB,1,turquoise
BCKDK,BCKDK,0,grey
BCL10,BCL10,1,turquoise
BCL11A,BCL11A,0,grey
BCL11B,BCL11B,1,turquoise
BCL2,BCL2,0,grey
BCL2A1,BCL2A1,1,turquoise
BCL2L1,BCL2L1,0,grey
BCL2L10,BCL2L10,0,grey
BCL2L11,BCL2L11,1,turquoise
BCL2L13,BCL2L13,0,grey
BCL2L14,BCL2L14,0,grey
BCL2L2,BCL2L2,1,turquoise
BCL2L2-PABPN1 /// PABPN1,BCL2L2-PABPN1 /// PABPN1,1,turquoise
BCL2L2 /// BCL2L2-PABPN1 /// PABPN1,BCL2L2 /// BCL2L2-PABPN1 /// PABPN1,1,turquoise
BCL3 /// MIR8085,BCL3 /// MIR8085,0,grey
BCL6,BCL6,1,turquoise
BCL7A,BCL7A,1,turquoise
BCL7B,BCL7B,1,turquoise
BCL7C,BCL7C,0,grey
BCL9,BCL9,0,grey
BCLAF1,BCLAF1,0,grey
BCMO1,BCMO1,0,grey
BCOR,BCOR,1,turquoise
BCORL1,BCORL1,0,grey
BCR,BCR,0,grey
BCS1L,BCS1L,0,grey
BDH1,BDH1,0,grey
BDH2,BDH2,1,turquoise
BDKRB1,BDKRB1,0,grey
BDKRB2,BDKRB2,1,turquoise
BDNF,BDNF,0,grey
BEAN1,BEAN1,1,turquoise
BECN1,BECN1,0,grey
BEGAIN,BEGAIN,0,grey
BEND5,BEND5,0,grey
BEST1,BEST1,0,grey
BEST2,BEST2,0,grey
BET1,BET1,1,turquoise
BET1L,BET1L,0,grey
BEX1,BEX1,0,grey
BEX4,BEX4,1,turquoise
BFAR,BFAR,1,turquoise
BFSP1,BFSP1,0,grey
BFSP2,BFSP2,0,grey
BGLAP /// PMF1 /// PMF1-BGLAP,BGLAP /// PMF1 /// PMF1-BGLAP,0,grey
BGN,BGN,1,turquoise
BHLHB9,BHLHB9,1,turquoise
BHLHE40,BHLHE40,9,magenta
BHLHE41,BHLHE41,1,turquoise
BHMT,BHMT,1,turquoise
BHMT2,BHMT2,1,turquoise
BICC1,BICC1,8,pink
BICD1,BICD1,1,turquoise
BICD2,BICD2,0,grey
BID,BID,1,turquoise
BIK,BIK,1,turquoise
BIN1,BIN1,0,grey
BIN2,BIN2,0,grey
BIN3,BIN3,0,grey
BIN3-IT1,BIN3-IT1,0,grey
BIRC2,BIRC2,1,turquoise
BIRC3,BIRC3,0,grey
BIRC5,BIRC5,1,turquoise
BIRC7,BIRC7,0,grey
BLCAP,BLCAP,1,turquoise
BLK,BLK,6,red
BLM,BLM,1,turquoise
BLMH,BLMH,1,turquoise
BLNK,BLNK,1,turquoise
BLOC1S1,BLOC1S1,1,turquoise
BLOC1S1-RDH5 /// RDH5,BLOC1S1-RDH5 /// RDH5,1,turquoise
BLOC1S5-TXNDC5 /// TXNDC5,BLOC1S5-TXNDC5 /// TXNDC5,1,turquoise
BLVRA,BLVRA,1,turquoise
BLVRB,BLVRB,1,turquoise
BLZF1,BLZF1,1,turquoise
BMI1 /// COMMD3-BMI1,BMI1 /// COMMD3-BMI1,1,turquoise
BMP1,BMP1,1,turquoise
BMP10,BMP10,0,grey
BMP15,BMP15,1,turquoise
BMP2,BMP2,0,grey
BMP2K,BMP2K,0,grey
BMP3,BMP3,0,grey
BMP4,BMP4,0,grey
BMP5,BMP5,0,grey
BMP6,BMP6,0,grey
BMP7,BMP7,1,turquoise
BMP8A,BMP8A,0,grey
BMP8B,BMP8B,0,grey
BMPR1A,BMPR1A,0,grey
BMPR1B,BMPR1B,0,grey
BMPR2,BMPR2,0,grey
BMS1,BMS1,1,turquoise
BMX,BMX,2,blue
BNC1,BNC1,1,turquoise
BNC2,BNC2,2,blue
BNIP1,BNIP1,0,grey
BNIP2,BNIP2,0,grey
BNIP3,BNIP3,1,turquoise
BNIP3L,BNIP3L,0,grey
BOLA1,BOLA1,1,turquoise
BOLA2 /// BOLA2B,BOLA2 /// BOLA2B,1,turquoise
BOLA2 /// LOC101060386 /// SMG1,BOLA2 /// LOC101060386 /// SMG1,0,grey
BOLA2 /// SMG1P2 /// SMG1P5,BOLA2 /// SMG1P2 /// SMG1P5,1,turquoise
BOP1 /// MIR7112,BOP1 /// MIR7112,1,turquoise
BORA,BORA,1,turquoise
BPESC1,BPESC1,0,grey
BPGM,BPGM,0,grey
BPHL,BPHL,0,grey
BPI /// LOC149684,BPI /// LOC149684,0,grey
BPIFA1,BPIFA1,0,grey
BPNT1,BPNT1,0,grey
BPTF,BPTF,1,turquoise
BPY2,BPY2,0,grey
BRAF /// KIAA1549,BRAF /// KIAA1549,1,turquoise
BRAP,BRAP,0,grey
BRCA1,BRCA1,1,turquoise
BRCA2,BRCA2,1,turquoise
BRCC3,BRCC3,1,turquoise
BRD1,BRD1,0,grey
BRD2,BRD2,0,grey
BRD3,BRD3,1,turquoise
BRD4,BRD4,1,turquoise
BRD7,BRD7,0,grey
BRD7P3,BRD7P3,0,grey
BRD8,BRD8,0,grey
BRD9,BRD9,1,turquoise
BRDT,BRDT,0,grey
BRE,BRE,0,grey
BRF1,BRF1,0,grey
BRF2,BRF2,0,grey
BRINP1,BRINP1,0,grey
BRINP2,BRINP2,0,grey
BRINP3,BRINP3,0,grey
BRIP1,BRIP1,1,turquoise
BRIX1,BRIX1,1,turquoise
BRMS1,BRMS1,1,turquoise
BRPF1,BRPF1,0,grey
BRS3,BRS3,0,grey
BRSK2,BRSK2,0,grey
BRWD1,BRWD1,0,grey
BSCL2 /// HNRNPUL2-BSCL2,BSCL2 /// HNRNPUL2-BSCL2,0,grey
BSDC1,BSDC1,1,turquoise
BSG,BSG,1,turquoise
BSN,BSN,0,grey
BSPRY,BSPRY,1,turquoise
BST1,BST1,0,grey
BST2,BST2,1,turquoise
BTAF1,BTAF1,0,grey
BTBD1,BTBD1,0,grey
BTBD18,BTBD18,0,grey
BTBD2,BTBD2,0,grey
BTBD3,BTBD3,0,grey
BTBD7,BTBD7,1,turquoise
BTC,BTC,2,blue
BTD,BTD,1,turquoise
BTF3,BTF3,4,yellow
BTF3P11,BTF3P11,1,turquoise
BTF3P12 /// BTF3P12,BTF3P12 /// BTF3P12,4,yellow
BTF3P13 /// BTF3P13,BTF3P13 /// BTF3P13,4,yellow
BTG1,BTG1,1,turquoise
BTG2,BTG2,9,magenta
BTG3,BTG3,1,turquoise
BTG4,BTG4,0,grey
BTK,BTK,0,grey
BTN1A1,BTN1A1,0,grey
BTN2A1,BTN2A1,0,grey
BTN2A2,BTN2A2,0,grey
BTN2A3P,BTN2A3P,0,grey
BTN3A1,BTN3A1,1,turquoise
BTN3A2,BTN3A2,1,turquoise
BTN3A2 /// BTN3A3,BTN3A2 /// BTN3A3,1,turquoise
BTN3A3,BTN3A3,1,turquoise
BTNL2,BTNL2,0,grey
BTNL3,BTNL3,0,grey
BTNL8,BTNL8,1,turquoise
BTRC,BTRC,1,turquoise
BUB1,BUB1,1,turquoise
BUB1B,BUB1B,1,turquoise
BUB3,BUB3,1,turquoise
BUD31,BUD31,1,turquoise
BV03S1J2.2 /// IL23A /// TCRB /// TCRVB /// TRBC2 /// TRBC2 /// TRBJ2-7 /// TRBJ2-7 /// TRBV19,BV03S1J2.2 /// IL23A /// TCRB /// TCRVB /// TRBC2 /// TRBC2 /// TRBJ2-7 /// TRBJ2-7 /// TRBV19,1,turquoise
BYSL,BYSL,1,turquoise
BZRAP1,BZRAP1,0,grey
BZW1,BZW1,1,turquoise
BZW2,BZW2,1,turquoise
C10orf10,C10orf10,0,grey
C10orf12,C10orf12,0,grey
C10orf2,C10orf2,1,turquoise
C10orf76,C10orf76,1,turquoise
C10orf88,C10orf88,0,grey
C10orf95,C10orf95,0,grey
C11orf1,C11orf1,0,grey
C11orf16,C11orf16,0,grey
C11orf21,C11orf21,0,grey
C11orf24,C11orf24,1,turquoise
C11orf30,C11orf30,11,greenyellow
C11orf48 /// LOC102288414,C11orf48 /// LOC102288414,1,turquoise
C11orf49,C11orf49,0,grey
C11orf57,C11orf57,1,turquoise
C11orf58,C11orf58,0,grey
C11orf63,C11orf63,1,turquoise
C11orf68,C11orf68,0,grey
C11orf71,C11orf71,0,grey
C11orf73,C11orf73,0,grey
C11orf80,C11orf80,0,grey
C11orf95,C11orf95,11,greenyellow
C12orf10,C12orf10,0,grey
C12orf29,C12orf29,1,turquoise
C12orf4,C12orf4,1,turquoise
C12orf43,C12orf43,0,grey
C12orf49,C12orf49,0,grey
C12orf5,C12orf5,1,turquoise
C14orf1,C14orf1,0,grey
C14orf105,C14orf105,0,grey
C14orf132,C14orf132,1,turquoise
C14orf159,C14orf159,0,grey
C14orf166,C14orf166,1,turquoise
C14orf169,C14orf169,1,turquoise
C14orf2,C14orf2,1,turquoise
C14orf79,C14orf79,1,turquoise
C14orf93,C14orf93,1,turquoise
C15orf39,C15orf39,0,grey
C15orf49,C15orf49,0,grey
C16orf3,C16orf3,0,grey
C16orf45,C16orf45,1,turquoise
C16orf58,C16orf58,0,grey
C16orf59,C16orf59,1,turquoise
C16orf62,C16orf62,0,grey
C16orf70,C16orf70,0,grey
C16orf71,C16orf71,0,grey
C16orf80,C16orf80,1,turquoise
C16orf95,C16orf95,1,turquoise
C17orf53,C17orf53,1,turquoise
C17orf59,C17orf59,0,grey
C17orf62,C17orf62,1,turquoise
C17orf70,C17orf70,0,grey
C17orf75,C17orf75,1,turquoise
C17orf80,C17orf80,0,grey
C17orf85,C17orf85,1,turquoise
C18orf25,C18orf25,1,turquoise
